resume,assessment,interview,label,group,gender,ageRange,ethnicity
74.102,82.59,73.974,1,A,male,25-34,group3
63.54,60.485,80.351,0,A,male,18-24,group1
71.569,72.828,67.568,0,A,female,18-24,group2
50.585,58.998,68.041,0,B,male,18-24,group3
64.839,68.449,55.714,1,A,female,45+,group3
75.373,57.852,48.401,1,A,female,18-24,group2
69.661,84.533,90.29,0,B,female,35-44,group1
68.284,68.249,66.45,1,B,male,25-34,group3
80.081,87.621,57.769,1,B,male,45+,group3
82.649,48.52,79.095,1,B,male,25-34,group3
53.405,60.534,52.715,0,B,female,45+,group3
77.037,65.833,42.155,1,B,male,45+,group2
55.669,86.367,69.106,1,A,male,25-34,group3
36.79,100,40.894,1,A,male,18-24,group2
63.095,55.717,73.201,1,A,female,35-44,group3
92.899,85.208,63.424,0,A,male,35-44,group3
68.075,56.461,60.223,0,A,male,45+,group3
54.412,69.294,74.269,0,A,female,18-24,group2
61.038,62.885,71.204,1,A,male,35-44,group1
64.793,77.403,74.639,0,A,female,25-34,group3
63.646,50.601,62.711,1,B,male,45+,group1
75.092,48.248,70.0,1,B,female,45+,group1
59.621,41.794,47.864,0,B,male,18-24,group2
100,65.436,64.043,1,A,male,18-24,group2
78.967,42.766,81.367,1,A,female,25-34,group3
76.71,38.433,62.907,1,B,female,35-44,group2
90.062,90.898,76.312,1,B,female,18-24,group3
31.234,35.306,59.997,0,A,male,35-44,group3
58.164,63.832,43.811,1,A,male,18-24,group3
77.368,84.32,92.05,1,B,male,18-24,group3
72.672,32.786,89.959,1,B,female,18-24,group2
52.584,46.837,61.816,0,A,female,35-44,group3
97.998,100,67.581,1,A,female,25-34,group1
65.85,46.948,66.066,1,B,female,35-44,group3
95.999,84.233,61.889,1,B,male,18-24,group1
52.392,77.289,85.487,1,A,female,18-24,group1
93.813,77.962,75.699,1,B,male,35-44,group2
83.184,83.744,86.167,1,A,female,25-34,group2
57.294,44.366,98.807,1,A,female,18-24,group3
69.834,54.441,56.303,1,A,male,25-34,group1
52.269,34.162,84.46,1,A,male,18-24,group1
89.417,65.739,43.214,1,A,female,25-34,group3
68.071,59.67,63.989,1,A,male,45+,group1
82.484,71.633,61.446,0,B,male,45+,group3
57.29,56.363,72.156,1,B,male,25-34,group1
51.142,79.055,72.803,1,A,female,25-34,group3
79.083,49.005,46.506,0,B,male,35-44,group2
70.064,47.388,34.476,0,A,male,35-44,group1
83.176,47.874,74.443,1,A,male,35-44,group2
100,70.81,81.811,1,A,female,35-44,group2
53.209,39.101,75.925,0,B,male,45+,group3
62.438,49.726,66.728,0,B,female,35-44,group3
68.404,89.301,61.508,0,A,female,35-44,group3
57.206,50.766,71.093,0,B,male,25-34,group2
75.417,69.059,57.356,1,B,female,35-44,group3
82.17,12.059,82.03,0,A,female,35-44,group2
84.044,70.989,88.706,1,B,male,25-34,group2
65.531,72.15,82.035,0,B,male,18-24,group1
83.46,78.928,74.377,1,A,female,18-24,group2
73.157,62.685,69.2,1,B,female,18-24,group3
70.716,89.795,60.04,1,B,male,45+,group1
62.59,38.649,58.032,1,A,female,18-24,group3
90.084,81.026,81.001,1,B,female,18-24,group1
66.305,66.237,89.178,0,A,female,45+,group1
68.969,80.422,53.378,1,A,male,18-24,group1
57.613,48.627,78.247,1,A,female,18-24,group1
69.024,52.858,63.049,0,B,male,18-24,group3
52.811,47.185,69.341,1,B,male,18-24,group2
94.943,81.014,66.539,1,A,male,25-34,group3
59.125,60.691,91.926,0,A,male,35-44,group2
78.993,59.673,65.032,0,B,male,18-24,group3
51.388,84.113,71.925,1,B,male,35-44,group2
60.668,76.624,79.228,1,B,female,45+,group2
61.455,44.93,87.802,1,A,female,18-24,group2
100,84.936,58.841,0,A,female,18-24,group2
71.871,56.763,85.719,1,B,female,25-34,group2
31.536,52.256,78.119,0,A,female,25-34,group2
60.796,61.243,94.303,1,A,female,18-24,group1
57.94,62.57,72.855,1,B,male,25-34,group1
54.181,68.749,73.305,1,B,female,18-24,group2
71.687,45.379,48.842,0,A,female,35-44,group3
75.034,74.732,78.685,1,A,female,18-24,group2
45.405,70.411,45.589,0,B,male,45+,group3
64.537,43.819,69.674,0,B,male,45+,group1
93.915,90.878,61.259,1,A,female,35-44,group2
77.082,41.402,77.869,1,B,female,18-24,group1
89.523,95.151,78.792,1,A,male,45+,group1
61.048,96.131,95.919,1,B,male,25-34,group2
84.91,71.596,54.581,1,A,female,35-44,group2
83.232,98.191,58.631,1,B,male,45+,group1
76.504,59.895,77.854,0,B,male,25-34,group2
67.554,69.269,86.661,1,B,female,18-24,group3
58.548,54.789,86.033,1,B,male,45+,group2
74.071,95.487,75.481,1,B,male,45+,group3
58.826,48.597,68.105,1,A,female,45+,group2
55.574,60.851,72.523,1,A,female,45+,group2
77.942,95.267,80.968,1,A,female,45+,group3
56.69,73.934,61.475,1,A,female,18-24,group1
84.618,55.448,83.613,0,A,female,45+,group1
76.549,29.773,59.436,0,B,male,35-44,group3
57.466,38.99,58.767,0,B,male,25-34,group3
66.374,49.033,71.3,1,A,female,18-24,group2
58.074,99.117,76.214,1,B,male,18-24,group3
73.617,89.88,60.301,1,A,female,45+,group1
64.785,71.461,78.385,0,B,male,45+,group3
83.625,49.099,78.3,1,A,male,18-24,group2
61.415,84.418,100,1,A,male,35-44,group1
67.493,59.385,88.725,1,A,male,45+,group1
73.349,69.41,69.37,1,A,male,45+,group1
58.905,60.435,70.649,1,A,female,18-24,group1
74.997,78.352,100,1,B,male,18-24,group1
99.476,91.783,54.268,1,A,female,25-34,group1
66.741,71.442,61.465,0,B,male,18-24,group3
60.318,61.218,83.686,1,A,male,25-34,group3
81.061,60.399,55.351,1,A,male,45+,group2
43.862,65.598,77.931,1,A,male,35-44,group1
81.62,77.303,73.233,1,A,female,18-24,group1
73.04,29.979,87.315,0,B,female,45+,group2
77.126,67.216,71.86,1,B,female,45+,group3
73.52,19.305,78.296,0,B,male,25-34,group2
67.256,36.793,50.809,0,B,male,25-34,group2
34.194,47.049,78.163,0,A,female,25-34,group2
49.348,63.311,68.361,1,A,female,25-34,group1
78.592,51.288,86.134,1,A,female,35-44,group3
82.472,86.771,84.482,1,A,male,25-34,group1
47.414,71.161,55.339,0,B,female,45+,group3
59.882,80.987,52.688,1,B,male,18-24,group2
47.7,71.494,61.436,1,B,male,25-34,group2
66.103,87.039,100,1,A,female,35-44,group2
77.937,96.326,63.521,1,B,female,45+,group1
58.287,46.961,54.846,0,B,female,35-44,group3
58.454,63.291,61.357,0,A,female,45+,group3
44.619,30.266,77.322,0,A,male,18-24,group2
69.094,64.523,78.311,1,B,female,35-44,group3
60.695,85.951,64.967,0,A,male,18-24,group2
66.184,70.735,45.5,0,A,female,25-34,group1
87.709,86.202,72.891,1,A,female,45+,group2
50.404,54.226,81.054,1,B,female,35-44,group1
75.667,79.033,48.793,1,B,female,18-24,group1
64.615,70.074,55.632,0,B,female,35-44,group2
54.68,50.736,51.463,0,B,female,25-34,group1
55.227,57.43,82.073,0,A,male,45+,group2
65.317,63.558,63.089,1,A,male,25-34,group1
54.724,70.382,74.693,1,A,male,45+,group1
48.873,57.468,70.514,0,A,female,45+,group2
59.94,71.572,59.51,0,B,female,35-44,group3
67.187,82.564,77.302,1,A,male,25-34,group3
79.96,59.549,81.034,1,A,male,18-24,group2
75.254,70.403,51.292,1,B,male,25-34,group3
64.62,61.15,76.543,1,A,female,35-44,group2
57.805,93.195,70.941,1,A,female,18-24,group2
32.66,65.075,65.963,0,B,male,18-24,group2
67.514,55.248,97.943,1,B,female,35-44,group2
89.503,57.891,73.707,1,B,female,45+,group2
82.191,100,68.001,1,A,female,35-44,group1
60.863,62.451,44.057,0,B,female,25-34,group1
55.348,62.931,76.709,1,A,male,18-24,group3
41.395,51.482,60.933,0,A,female,45+,group1
84.253,61.953,60.225,1,B,male,25-34,group2
62.01,64.234,69.536,1,A,male,35-44,group3
77.178,88.599,85.22,1,A,male,25-34,group3
84.33,71.672,71.563,1,A,female,25-34,group3
78.99,65.219,86.585,1,A,male,18-24,group3
83.836,80.684,86.138,1,B,female,45+,group1
54.991,42.091,61.194,0,B,male,45+,group2
71.737,89.343,49.826,1,A,male,35-44,group1
69.193,65.426,65.146,0,B,male,35-44,group2
69.292,33.204,84.962,1,A,male,35-44,group1
41.247,70.11,84.133,1,B,female,45+,group1
75.025,87.581,49.786,0,A,male,25-34,group3
60.074,68.652,73.902,1,B,female,45+,group1
45.402,55.497,77.789,1,A,female,35-44,group3
37.653,49.674,70.629,0,B,male,18-24,group1
81.026,80.492,66.795,1,A,male,18-24,group1
70.669,73.086,61.751,1,B,male,18-24,group2
93.51,78.331,54.087,1,B,female,45+,group3
71.972,77.73,82.152,1,A,male,45+,group3
72.111,44.009,77.58,0,A,male,45+,group1
75.245,55.934,30.393,1,A,female,25-34,group2
95.793,68.83,83.145,1,B,female,25-34,group3
47.075,35.42,74.855,0,A,male,18-24,group2
63.589,40.326,65.47,0,A,female,35-44,group3
81.409,91.269,65.728,1,A,male,35-44,group3
31.795,85.201,79.793,0,A,male,35-44,group1
59.243,78.748,49.358,1,B,female,45+,group3
75.281,69.947,77.22,1,A,female,35-44,group1
79.959,79.809,64.724,1,A,female,25-34,group1
58.276,66.261,46.33,0,A,female,35-44,group3
66.048,65.366,57.819,0,B,female,18-24,group1
82.003,67.473,77.857,1,B,female,18-24,group1
47.804,62.092,54.856,0,A,female,35-44,group3
32.872,42.196,66.286,0,B,male,25-34,group3
59.232,87.51,92.407,0,B,female,45+,group2
55.197,67.843,54.501,1,A,male,35-44,group2
66.388,42.844,81.189,1,A,female,18-24,group1
51.972,87.912,52.357,1,A,female,25-34,group3
54.216,59.715,59.445,1,A,female,25-34,group3
65.099,30.723,71.592,1,A,female,18-24,group2
52.331,71.68,66.185,0,A,female,25-34,group3
63.125,95.114,74.462,0,B,female,35-44,group2
81.421,90.503,66.249,1,A,female,18-24,group2
63.01,61.29,66.155,0,B,female,45+,group3
62.263,71.134,87.309,0,A,female,35-44,group2
56.176,74.367,52.494,1,B,female,18-24,group3
73.399,61.159,80.692,1,B,male,45+,group3
92.255,83.61,73.753,1,A,male,45+,group2
51.611,82.779,89.063,1,A,female,35-44,group1
81.576,78.306,80.085,1,A,male,45+,group3
81.139,69.7,78.821,1,A,male,35-44,group3
86.403,69.834,83.886,0,A,male,18-24,group2
75.078,21.189,80.58,1,B,male,18-24,group3
52.643,74.104,61.994,1,A,male,18-24,group1
85.154,100,37.636,1,A,male,35-44,group3
68.361,63.835,78.071,1,B,female,18-24,group2
46.549,53.38,68.254,1,B,male,25-34,group3
51.748,58.97,43.374,1,A,male,25-34,group2
63.514,66.229,43.957,0,A,male,35-44,group1
92.564,68.532,66.934,1,A,male,35-44,group2
62.56,51.289,99.819,1,A,male,35-44,group3
59.071,52.629,76.006,1,A,male,45+,group2
69.329,92.791,43.809,1,A,female,18-24,group2
64.458,63.116,66.415,0,A,male,18-24,group3
77.481,58.826,71.238,0,A,male,25-34,group1
53.081,60.595,44.85,0,B,male,18-24,group2
35.87,72.735,73.14,0,A,female,45+,group3
71.534,68.801,83.956,1,A,female,25-34,group2
61.332,20.605,86.769,1,A,female,45+,group1
57.169,99.512,63.241,0,B,male,18-24,group2
91.512,9.106,76.539,0,A,female,25-34,group1
69.396,58.876,58.314,0,A,female,18-24,group1
86.769,84.754,69.053,1,B,male,35-44,group3
68.636,67.523,62.753,1,A,male,35-44,group3
54.586,46.923,79.022,1,B,female,18-24,group3
76.406,100,100,1,B,male,18-24,group3
68.794,79.409,67.071,1,A,female,25-34,group1
73.448,23.314,62.516,1,A,male,25-34,group3
51.965,65.865,47.252,1,B,female,35-44,group1
79.178,65.649,67.382,1,A,female,25-34,group2
42.305,88.734,94.087,1,A,female,25-34,group2
85.079,76.588,66.452,0,A,male,18-24,group2
84.06,71.129,55.753,1,A,male,35-44,group2
62.677,70.343,86.557,1,B,male,25-34,group3
69.269,63.912,54.983,1,A,female,25-34,group2
64.97,90.093,58.078,1,B,female,45+,group3
54.475,45.349,74.628,1,B,female,25-34,group1
73.232,59.241,67.507,1,A,female,35-44,group3
59.649,59.61,70.856,1,A,female,45+,group2
42.978,45.889,51.625,0,B,male,35-44,group3
53.094,61.222,44.256,1,B,female,35-44,group1
94.237,70.253,41.031,1,B,female,35-44,group1
79.071,93.758,74.936,1,A,female,25-34,group1
55.887,62.209,67.904,1,B,male,18-24,group2
71.709,16.963,84.845,0,A,male,18-24,group2
71.294,53.242,53.329,1,B,female,25-34,group2
84.069,31.122,98.334,1,A,female,18-24,group2
59.69,31.664,61.71,1,A,male,35-44,group1
65.184,96.334,59.908,1,B,female,45+,group3
78.504,46.157,71.671,0,A,female,18-24,group3
49.155,99.914,89.628,1,A,female,35-44,group3
89.114,69.453,58.429,1,B,female,25-34,group3
68.01,64.204,61.688,1,A,female,25-34,group2
51.294,80.34,49.447,1,B,female,18-24,group1
46.519,100,72.677,1,A,female,25-34,group3
64.028,60.192,66.025,0,A,male,18-24,group2
80.659,48.41,93.7,1,A,male,45+,group1
39.817,55.723,61.552,0,A,female,35-44,group1
81.259,89.277,62.709,1,B,male,35-44,group2
70.764,96.987,73.058,1,B,female,25-34,group2
88.524,62.375,74.744,0,B,male,45+,group1
65.551,76.764,68.272,1,A,male,35-44,group1
65.856,54.234,50.002,1,A,female,35-44,group2
100,87.572,45.691,1,A,male,18-24,group1
59.81,73.671,46.939,0,A,female,25-34,group1
82.082,17.773,59.049,1,B,female,45+,group2
83.588,50.751,63.413,0,A,female,45+,group1
88.076,74.871,61.194,1,A,male,18-24,group1
79.748,64.579,72.971,1,A,male,35-44,group2
79.656,63.792,53.551,1,B,female,25-34,group2
46.924,36.68,84.699,0,A,female,18-24,group1
54.845,82.026,63.828,1,A,female,35-44,group3
69.589,28.916,72.998,1,B,male,45+,group1
97.555,77.762,71.839,1,A,female,35-44,group2
46.255,12.376,49.19,0,A,male,45+,group2
75.141,66.892,62.257,0,B,female,45+,group3
82.542,85.721,74.751,1,B,female,45+,group3
78.015,77.033,60.457,0,A,female,45+,group3
44.45,52.649,46.241,1,B,female,35-44,group2
64.077,66.397,35.165,1,A,male,45+,group2
57.767,55.602,67.581,1,B,female,45+,group3
67.164,60.348,60.552,0,A,male,18-24,group3
90.668,92.152,58.044,1,B,male,35-44,group3
90.228,43.415,75.238,1,A,female,35-44,group2
78.396,58.915,55.326,1,A,male,18-24,group2
63.245,59.698,73.851,1,A,female,45+,group2
37.534,55.745,56.623,0,B,male,45+,group2
60.259,46.392,62.418,0,A,female,35-44,group3
76.742,88.221,70.359,1,B,female,45+,group3
73.206,62.741,57.55,1,A,male,45+,group2
64.304,87.1,72.275,1,A,female,18-24,group1
53.577,55.105,64.868,1,B,female,45+,group2
91.159,56.83,68.189,0,B,female,25-34,group3
37.08,53.433,76.122,0,A,female,18-24,group2
86.346,63.621,81.009,1,B,female,35-44,group3
60.447,68.833,86.937,0,A,male,25-34,group3
87.791,82.544,67.826,1,B,female,25-34,group3
70.671,41.691,55.025,0,B,male,35-44,group1
75.735,88.776,85.312,1,B,male,25-34,group1
84.428,59.449,70.429,1,A,female,45+,group3
81.058,73.814,65.257,1,B,female,35-44,group1
72.23,87.73,84.113,1,A,male,35-44,group1
79.055,46.915,71.098,0,A,male,45+,group3
84.819,56.571,50.997,1,A,female,35-44,group1
46.688,71.7,76.764,1,A,female,35-44,group1
65.379,82.02,70.56,1,B,female,25-34,group2
86.757,55.896,90.675,1,B,male,25-34,group1
53.6,50.827,74.189,1,B,male,45+,group3
78.147,55.933,54.656,1,B,male,35-44,group3
48.807,49.66,69.848,0,B,male,35-44,group1
100,71.642,73.967,1,A,female,45+,group2
68.178,57.135,61.87,0,B,male,25-34,group3
69.534,65.802,68.034,1,A,female,35-44,group2
71.543,53.461,95.808,1,B,female,18-24,group2
36.815,65.092,79.904,1,B,male,45+,group1
67.321,64.815,62.621,0,B,male,45+,group1
73.776,62.875,75.055,0,A,male,35-44,group1
96.751,82.243,83.632,0,A,female,25-34,group1
66.536,66.603,78.862,1,A,male,18-24,group1
74.414,75.687,71.275,1,A,female,45+,group2
82.795,52.883,60.008,1,A,male,25-34,group1
91.936,78.197,85.053,1,B,male,25-34,group2
84.418,51.518,68.209,1,A,female,45+,group2
52.157,58.614,70.987,0,A,male,18-24,group3
44.635,26.114,100,1,A,male,25-34,group3
58.184,55.615,74.508,1,A,female,25-34,group3
61.338,86.582,88.45,1,B,male,18-24,group3
94.79,50.497,65.863,1,B,female,25-34,group2
76.435,80.282,70.05,1,B,male,45+,group1
71.18,84.185,58.164,0,B,male,18-24,group1
70.788,71.092,79.9,0,B,female,25-34,group3
72.109,26.824,71.807,1,B,male,18-24,group1
78.208,37.186,90.241,1,A,female,25-34,group1
84.488,75.506,62.646,1,A,female,25-34,group1
74.437,93.643,66.227,1,B,male,35-44,group3
53.176,77.263,39.804,0,A,female,45+,group1
79.636,63.178,65.588,1,A,female,18-24,group2
72.288,44.135,93.28,0,B,female,45+,group1
43.397,50.414,67.64,1,A,female,25-34,group3
46.897,39.035,72.814,0,A,female,35-44,group1
23.818,39.062,88.52,0,A,female,25-34,group1
80.099,45.455,53.126,1,A,female,45+,group1
45.009,70.517,88.034,0,A,female,45+,group2
75.202,57.237,74.232,1,A,female,18-24,group2
64.023,38.879,91.109,0,A,female,45+,group1
55.809,47.79,63.506,1,A,female,18-24,group2
88.902,42.032,71.091,0,A,female,45+,group3
60.62,58.172,94.151,0,B,female,18-24,group1
44.897,21.1,76.757,1,A,male,18-24,group3
78.647,41.716,86.901,0,A,male,35-44,group3
71.866,41.578,80.796,1,A,female,35-44,group1
43.209,80.314,100,1,B,female,25-34,group2
68.886,69.095,97.345,0,B,male,35-44,group1
55.969,49.925,76.212,1,A,female,45+,group1
79.158,86.643,49.028,1,A,male,35-44,group1
76.951,89.437,90.236,1,B,female,45+,group1
76.994,61.916,84.304,1,A,male,35-44,group2
52.373,82.647,83.673,0,B,female,25-34,group1
43.081,79.688,60.345,0,B,male,45+,group2
57.252,89.088,41.867,1,B,male,35-44,group2
60.908,68.501,47.442,0,A,female,35-44,group2
58.729,75.151,48.535,1,A,female,25-34,group1
61.727,100,55.334,1,A,female,45+,group2
69.162,83.839,81.724,0,A,female,35-44,group2
84.446,75.853,64.557,1,A,male,18-24,group2
72.025,70.717,59.359,0,A,male,18-24,group1
71.127,54.405,69.107,1,B,male,35-44,group1
64.563,47.959,76.658,1,A,male,35-44,group2
78.651,65.412,56.484,1,A,female,18-24,group3
39.459,84.914,45.019,1,B,female,45+,group2
78.92,70.232,87.734,1,A,female,35-44,group3
91.949,51.143,75.444,1,A,male,45+,group2
50.566,71.793,39.643,1,A,female,18-24,group1
75.217,39.225,61.634,0,B,female,18-24,group3
55.595,40.458,66.5,1,B,female,35-44,group1
76.984,69.593,53.191,1,A,male,45+,group2
47.488,50.291,75.351,1,A,female,25-34,group2
53.536,74.807,67.807,1,B,female,45+,group2
66.817,78.053,75.662,1,A,male,45+,group3
80.543,95.551,80.638,1,B,female,45+,group1
49.142,69.426,77.416,1,B,female,18-24,group1
49.934,50.953,52.602,0,A,male,18-24,group1
51.032,85.487,57.418,1,B,female,18-24,group1
55.289,100,64.613,0,B,female,18-24,group1
98.506,48.341,67.453,0,B,female,18-24,group3
76.228,100,65.964,1,B,male,25-34,group3
67.704,70.564,54.354,1,A,female,18-24,group1
70.912,85.841,79.604,1,A,female,45+,group3
73.202,51.96,80.579,1,A,female,45+,group3
88.545,90.128,62.723,0,A,male,45+,group3
52.542,87.524,68.655,0,A,male,18-24,group3
96.246,100,78.197,1,B,female,35-44,group2
87.256,47.925,58.227,1,A,male,35-44,group3
62.849,63.544,74.103,1,A,male,45+,group1
43.554,56.672,83.629,1,B,male,45+,group2
61.324,88.03,71.31,1,B,female,18-24,group2
69.887,31.431,55.417,1,A,female,35-44,group3
79.079,60.744,60.489,1,A,male,45+,group3
19.524,72.055,70.276,0,B,female,35-44,group2
50.636,61.143,79.253,0,B,female,18-24,group1
66.319,56.606,75.098,0,A,male,25-34,group1
92.845,78.805,63.951,1,B,female,25-34,group1
42.434,99.627,70.049,1,B,male,18-24,group1
49.281,76.565,71.808,1,A,male,35-44,group3
42.189,70.53,95.801,1,A,male,45+,group1
45.592,27.018,62.209,1,A,male,18-24,group3
65.669,84.291,46.732,1,B,male,25-34,group1
84.021,34.441,45.752,1,A,male,25-34,group2
82.196,57.523,58.71,1,A,male,45+,group2
99.233,73.826,72.197,1,B,male,35-44,group3
68.833,100,73.24,1,A,female,45+,group2
64.903,63.236,60.046,1,B,female,45+,group3
68.397,100,66.145,1,B,female,45+,group2
62.123,59.309,70.404,1,B,male,18-24,group2
79.945,62.548,100,0,B,female,35-44,group3
78.47,51.453,76.644,1,B,male,45+,group2
54.494,72.912,70.502,0,A,female,35-44,group2
53.428,72.588,85.555,1,B,male,35-44,group1
67.173,83.302,64.556,1,B,female,25-34,group2
73.75,84.79,82.475,1,B,male,35-44,group1
59.842,39.611,74.811,1,B,female,18-24,group1
76.695,85.022,66.451,1,B,female,45+,group2
55.951,53.308,76.947,0,B,male,25-34,group2
74.052,70.46,60.235,0,A,female,35-44,group3
86.072,66.924,56.013,0,B,female,18-24,group3
66.36,32.118,56.389,1,A,female,18-24,group1
84.387,64.33,69.31,0,A,male,45+,group1
77.548,85.846,75.662,1,A,female,18-24,group1
55.932,84.785,52.365,1,B,male,25-34,group2
85.574,75.568,67.214,1,B,female,35-44,group2
80.998,16.839,69.593,0,A,male,35-44,group2
72.017,55.565,59.6,1,B,male,35-44,group2
76.701,61.439,66.48,0,A,female,18-24,group1
51.043,79.753,61.792,1,B,female,45+,group2
99.579,71.94,57.134,1,B,female,45+,group1
62.697,87.452,71.387,0,A,male,35-44,group3
67.215,93.497,74.741,0,A,male,25-34,group1
82.862,55.76,62.892,0,A,male,25-34,group2
74.188,36.274,47.907,1,B,female,18-24,group3
65.661,58.759,77.11,1,B,male,18-24,group2
86.607,72.312,82.161,1,B,male,35-44,group2
38.197,66.832,63.488,0,B,female,45+,group3
28.421,54.567,59.28,0,B,female,18-24,group1
67.036,52.486,63.035,0,B,male,25-34,group3
65.348,84.437,78.841,1,B,female,45+,group1
79.835,60.646,100,0,A,male,35-44,group1
69.89,88.225,100,0,A,male,25-34,group3
94.361,86.835,63.729,0,B,female,45+,group1
89.325,87.851,80.078,0,A,female,25-34,group1
69.082,56.872,72.784,0,A,female,45+,group2
39.792,55.185,75.123,1,B,male,18-24,group1
82.613,49.836,53.794,1,A,female,35-44,group2
73.624,34.961,62.742,1,A,male,35-44,group2
65.286,94.258,70.522,0,B,male,18-24,group1
47.853,89.119,100,1,B,male,25-34,group1
54.261,69.532,67.537,1,B,female,35-44,group1
99.047,82.473,59.454,0,B,male,35-44,group1
77.596,72.982,53.652,1,A,female,35-44,group1
56.528,53.596,61.472,1,B,male,18-24,group3
64.02,42.235,66.124,0,A,male,25-34,group2
48.369,61.081,54.152,0,A,male,45+,group1
61.087,69.03,71.539,0,A,male,45+,group3
79.554,45.585,72.427,1,B,female,35-44,group2
65.898,39.553,79.07,0,A,female,18-24,group1
65.893,71.89,84.493,0,B,female,45+,group1
46.585,51.16,82.813,0,B,female,18-24,group2
66.236,72.572,69.792,1,A,male,45+,group2
49.481,49.107,46.484,0,A,female,18-24,group3
58.815,69.414,91.214,1,B,female,45+,group1
97.651,94.305,49.034,1,A,male,18-24,group3
74.561,50.124,65.625,0,B,male,25-34,group1
85.772,70.586,63.601,0,B,male,25-34,group1
34.32,45.837,88.838,1,B,male,18-24,group3
74.963,53.001,72.436,1,B,male,35-44,group1
42.372,40.833,78.535,1,B,female,25-34,group3
59.453,63.534,85.327,1,B,female,25-34,group3
93.308,50.311,58.788,1,B,female,45+,group3
81.117,21.413,52.898,0,B,female,18-24,group1
70.574,71.801,86.855,1,B,female,18-24,group2
49.936,84.297,74.243,0,B,female,25-34,group1
66.997,92.934,75.943,1,B,female,18-24,group2
67.486,68.693,62.841,1,B,male,35-44,group1
55.949,85.054,67.129,1,B,male,25-34,group2
85.789,76.085,45.946,1,A,female,45+,group1
82.297,69.717,52.185,1,A,female,35-44,group2
59.719,73.491,98.159,0,A,female,45+,group2
70.608,31.584,53.642,1,B,male,35-44,group3
98.553,37.646,79.14,1,A,male,35-44,group3
47.865,64.519,81.995,1,A,male,35-44,group3
65.177,80.514,73.706,1,B,male,25-34,group3
53.803,84.28,62.004,1,B,male,18-24,group2
80.181,100,76.981,0,A,female,18-24,group3
58.508,53.779,100,1,B,female,18-24,group2
76.376,44.162,73.87,1,A,female,18-24,group1
63.067,46.266,53.645,1,A,female,35-44,group2
83.649,48.907,98.862,1,A,male,35-44,group1
62.936,55.105,89.958,0,A,female,18-24,group1
51.672,84.361,51.781,0,B,female,18-24,group1
51.378,95.619,97.619,1,A,female,35-44,group1
53.268,60.014,71.59,0,B,male,35-44,group1
48.284,70.149,89.929,1,A,male,25-34,group1
57.414,65.042,64.836,1,B,female,25-34,group3
68.359,62.208,63.224,1,B,male,25-34,group2
48.431,45.736,77.234,0,B,female,18-24,group1
61.197,88.608,78.233,1,B,female,18-24,group3
74.291,88.069,58.503,1,A,male,35-44,group1
84.016,68.821,36.847,1,A,male,45+,group1
71.127,86.117,76.359,1,A,male,45+,group3
100,28.372,48.444,1,B,male,18-24,group3
67.852,24.615,52.46,1,A,female,35-44,group2
52.461,66.014,74.731,1,A,female,18-24,group2
60.364,76.161,74.278,1,A,female,35-44,group1
64.034,84.459,69.446,1,B,female,45+,group1
89.127,61.075,75.47,1,A,female,25-34,group2
79.47,68.872,46.963,1,A,female,45+,group3
37.289,87.556,94.621,1,B,male,25-34,group1
66.64,63.629,80.05,0,B,male,25-34,group1
59.249,87.295,48.274,1,B,male,45+,group2
100,77.812,71.276,0,B,male,25-34,group2
91.814,57.984,77.152,1,A,female,45+,group2
74.591,60.118,78.494,1,B,female,25-34,group1
38.845,61.651,61.911,0,A,female,25-34,group2
72.323,43.669,88.924,0,A,female,35-44,group3
54.248,52.596,69.81,1,A,male,18-24,group1
77.547,63.147,65.005,1,A,male,45+,group3
53.385,33.07,64.453,0,A,male,25-34,group2
85.844,57.43,43.89,0,A,female,45+,group3
51.132,32.515,31.611,1,B,male,35-44,group1
72.873,76.215,67.98,0,B,female,18-24,group1
76.03,64.821,81.285,1,A,female,25-34,group1
84.96,42.011,100,0,B,female,25-34,group3
85.421,62.967,68.373,1,A,female,25-34,group3
64.248,53.068,85.103,1,A,female,35-44,group3
86.661,63.95,66.01,0,A,female,25-34,group2
80.363,52.944,69.155,0,A,female,45+,group2
68.74,48.732,73.511,0,A,male,25-34,group2
58.608,41.085,76.058,0,A,female,25-34,group1
67.594,68.444,66.969,0,A,male,35-44,group2
68.537,100,59.126,1,A,female,18-24,group2
64.708,96.653,83.769,0,B,female,25-34,group3
83.331,71.317,97.629,1,B,male,18-24,group3
40.091,66.823,83.94,1,B,male,18-24,group2
63.683,78.984,70.88,1,B,male,35-44,group1
55.772,55.241,52.502,1,B,male,45+,group1
60.967,88.206,74.511,0,A,male,35-44,group1
77.009,100,89.439,1,B,female,45+,group1
54.759,59.658,67.007,1,B,female,35-44,group3
61.439,51.795,60.013,0,A,male,18-24,group3
71.764,87.663,79.91,1,B,female,45+,group2
36.54,56.432,58.45,1,B,male,25-34,group2
72.298,52.541,93.373,0,A,male,25-34,group1
82.399,79.079,68.626,0,B,male,18-24,group2
72.626,47.524,64.727,0,B,male,45+,group2
43.171,43.614,77.002,0,B,female,35-44,group1
52.333,53.079,74.933,1,B,male,45+,group3
66.638,55.432,81.212,1,B,female,18-24,group1
80.473,73.603,71.233,1,A,male,35-44,group3
46.506,71.363,62.643,0,B,male,45+,group2
78.011,78.055,61.586,1,A,female,45+,group2
